1 997.395 26.035 3.68191
2 998.546 28.8595 2.88595
3 999.411 28.4231 2.32074
4 1000.59 29.0815 2.05637
5 1000.51 28.8493 1.82459
6 1000.24 28.5533 1.64852
7 1000.48 28.4018 1.51814
8 1000.3 28.7155 1.43578
9 1000.67 29.3126 1.38181
10 1000.72 29.4352 1.31638
11 999.464 29.5802 1.2613
12 998.948 30.0246 1.22575
13 999.523 30.1259 1.18163
14 999.781 30.2502 1.14335
15 999.574 29.9676 1.09426
16 1000.22 30.145 1.06579
17 1000.36 30.0457 1.03056
18 1000.51 29.8849 0.996163
19 1000.4 29.9578 0.971959
20 1000.16 30.0749 0.951052
21 1000.05 29.8531 0.921286
22 1000.05 29.6016 0.892522
23 999.945 29.5771 0.872182
24 999.843 29.4649 0.850578
25 999.563 29.4573 0.833177
26 999.668 29.4229 0.816043
27 999.745 29.485 0.802481
28 999.684 29.5035 0.788514
29 999.813 29.5639 0.776385
30 999.852 29.4616 0.760695
31 999.764 29.3975 0.746697
32 999.673 29.3682 0.734205
33 999.725 29.3312 0.722083
34 999.584 29.3737 0.712418
35 999.632 29.4581 0.704182
36 999.698 29.5971 0.697611
37 999.469 29.8275 0.693475
38 999.403 29.776 0.683109
39 999.46 29.7488 0.673678
40 999.254 29.7781 0.665858
41 999.27 29.8172 0.658553
42 999.202 29.7698 0.64963
43 999.152 29.6412 0.639258
44 999.249 29.6604 0.632363
45 999.152 29.6681 0.625459
46 998.99 29.6571 0.618393
47 999.015 29.5982 0.610565
48 999 29.6134 0.604481
49 998.99 29.6683 0.599391
50 998.975 29.752 0.595041
51 999.064 29.8942 0.591993
52 999.037 29.8627 0.585656
53 999.034 29.915 0.581121
54 999.023 29.8475 0.574416
55 999.186 29.8411 0.569048
56 999.183 29.8682 0.564455
57 999.315 29.8492 0.559128
58 999.361 29.822 0.553781
59 999.409 29.8243 0.54911
60 999.483 29.8135 0.544318
61 999.463 29.7878 0.539372
62 999.536 29.9316 0.537588
63 999.526 29.895 0.532652
64 999.497 29.8756 0.528131
65 999.451 29.8342 0.523326
66 999.433 29.789 0.51856
67 999.404 29.7946 0.514772
68 999.538 29.7832 0.510778
69 999.546 29.738 0.506294
70 999.415 29.7474 0.502824
71 999.462 29.7018 0.498504
72 999.615 29.807 0.496784
73 999.727 29.8062 0.493356
74 999.664 29.776 0.489515
75 999.713 29.7588 0.485959
76 999.694 29.7022 0.481833
77 999.725 29.7336 0.479201
78 999.736 29.7717 0.476729
79 999.793 29.8566 0.475053
80 999.742 29.8038 0.471239
81 999.729 29.8245 0.468646
82 999.667 29.8509 0.466193
83 999.671 29.8161 0.462836
84 999.617 29.8074 0.459938
85 999.593 29.8109 0.457278
86 999.675 29.7982 0.454419
87 999.67 29.8096 0.451972
88 999.618 29.8444 0.449922
89 999.567 29.8087 0.446852
90 999.607 29.7737 0.44384
91 999.572 29.7638 0.441249
92 999.513 29.7578 0.438755
93 999.523 29.7083 0.435663
94 999.572 29.7367 0.433755
95 999.518 29.7671 0.431906
96 999.494 29.8071 0.430229
97 999.472 29.81 0.428047
98 999.46 29.8234 0.426049
99 999.414 29.8113 0.423719
100 999.431 29.8032 0.421481
101 999.457 29.7995 0.419338
102 999.455 29.8298 0.4177
103 999.482 29.8732 0.416272
104 999.534 29.8641 0.414141
105 999.562 29.8574 0.412071
106 999.594 29.8583 0.410135
